epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
151,2023.54,0.56289,0.3775,1.0431,0.99526,0.99654,0.99372,0.91393,0.42644,0.25373,0.90485,0.000841835,0.000841835,0.000841835
152,2036,0.62231,0.36978,1.08449,0.99503,0.99654,0.99434,0.91149,0.4405,0.26708,0.91438,0.000836334,0.000836334,0.000836334
153,2048.97,0.58716,0.38319,1.05528,0.99505,0.99654,0.9944,0.91784,0.41726,0.25699,0.90303,0.000830833,0.000830833,0.000830833
154,2062.98,0.56609,0.35904,1.05049,0.99494,0.99654,0.99316,0.91296,0.41505,0.25801,0.90065,0.000825332,0.000825332,0.000825332
155,2075.49,0.57317,0.37011,1.06585,0.99514,0.99634,0.994,0.90482,0.44373,0.25164,0.91348,0.000819831,0.000819831,0.000819831
156,2088.4,0.55736,0.3601,1.06257,0.99517,0.99635,0.99311,0.92203,0.40387,0.24465,0.89794,0.000814329,0.000814329,0.000814329
157,2100.97,0.56427,0.35645,1.04379,0.99479,0.99631,0.99403,0.91843,0.39869,0.25154,0.89296,0.000808828,0.000808828,0.000808828
158,2114.43,0.57023,0.36366,1.07275,0.99521,0.99641,0.9937,0.92173,0.39745,0.2538,0.89326,0.000803327,0.000803327,0.000803327
159,2127.17,0.5721,0.36691,1.0507,0.99508,0.99654,0.99352,0.91539,0.42584,0.25547,0.91136,0.000797826,0.000797826,0.000797826
160,2139.78,0.5871,0.38019,1.0825,0.99429,0.99654,0.99411,0.92017,0.39096,0.25273,0.8869,0.000792325,0.000792325,0.000792325
161,2152.88,0.57002,0.36347,1.05065,0.99502,0.99653,0.99393,0.91832,0.42491,0.25351,0.90571,0.000786824,0.000786824,0.000786824
162,2165.65,0.58511,0.37475,1.07995,0.9952,0.99633,0.99464,0.92162,0.407,0.2441,0.89953,0.000781323,0.000781323,0.000781323
163,2178.18,0.58328,0.36503,1.06567,0.99499,0.99614,0.99387,0.92508,0.40468,0.2413,0.89931,0.000775822,0.000775822,0.000775822
164,2191.1,0.5588,0.35151,1.04594,0.99508,0.99625,0.99284,0.91388,0.40606,0.24029,0.8951,0.000770321,0.000770321,0.000770321
165,2204.77,0.55325,0.37103,1.04072,0.99498,0.99654,0.99283,0.91812,0.40349,0.24411,0.89307,0.00076482,0.00076482,0.00076482
166,2217.63,0.57746,0.37184,1.05973,0.99534,0.99616,0.99329,0.92509,0.39964,0.248,0.89113,0.000759318,0.000759318,0.000759318
167,2230.89,0.56709,0.36035,1.04345,0.99519,0.99615,0.99317,0.92139,0.41859,0.26148,0.90097,0.000753817,0.000753817,0.000753817
168,2243.76,0.56533,0.35284,1.0492,0.99504,0.99654,0.99349,0.92553,0.40954,0.25724,0.90093,0.000748316,0.000748316,0.000748316
169,2256.81,0.54357,0.3386,1.03092,0.99511,0.99642,0.99397,0.92703,0.39221,0.24421,0.89051,0.000742815,0.000742815,0.000742815
170,2269.99,0.53973,0.33977,1.05489,0.9952,0.99654,0.99447,0.91747,0.4083,0.24893,0.89574,0.000737314,0.000737314,0.000737314
171,2282.8,0.54819,0.35902,1.0382,0.99501,0.9963,0.99451,0.92586,0.39325,0.23554,0.88736,0.000731813,0.000731813,0.000731813
172,2295.88,0.57144,0.35754,1.06474,0.99488,0.99634,0.9935,0.92344,0.39223,0.24147,0.88765,0.000726312,0.000726312,0.000726312
173,2309.07,0.5445,0.34921,1.04441,0.99516,0.99644,0.99288,0.9174,0.39694,0.24132,0.88575,0.000720811,0.000720811,0.000720811
174,2321.46,0.55414,0.3611,1.061,0.99506,0.99638,0.99325,0.9311,0.37937,0.22793,0.88111,0.00071531,0.00071531,0.00071531
175,2334.96,0.55512,0.35463,1.04578,0.99497,0.99645,0.99166,0.92445,0.38633,0.24133,0.88444,0.000709809,0.000709809,0.000709809
176,2347.76,0.5623,0.35941,1.05584,0.99493,0.99481,0.99176,0.91959,0.40031,0.25181,0.88937,0.000704307,0.000704307,0.000704307
177,2360.78,0.57338,0.36283,1.05645,0.99509,0.99626,0.99204,0.91702,0.41567,0.25311,0.89277,0.000698806,0.000698806,0.000698806
178,2373.77,0.55553,0.34813,1.04763,0.99532,0.99612,0.99379,0.91667,0.40248,0.24428,0.89922,0.000693305,0.000693305,0.000693305
179,2386.99,0.54465,0.35164,1.04913,0.99517,0.99654,0.99362,0.93424,0.37446,0.23471,0.88279,0.000687804,0.000687804,0.000687804
180,2400.01,0.53857,0.3392,1.03627,0.99511,0.99654,0.99227,0.90779,0.42799,0.24945,0.90204,0.000682303,0.000682303,0.000682303
181,2412.72,0.53184,0.33501,1.02144,0.99503,0.99647,0.99101,0.92525,0.38808,0.24455,0.88791,0.000676802,0.000676802,0.000676802
182,2425.63,0.52921,0.33486,1.01751,0.99508,0.99652,0.9911,0.92844,0.37341,0.22707,0.87919,0.000671301,0.000671301,0.000671301
183,2438.55,0.55415,0.33791,1.05125,0.99522,0.99654,0.99075,0.92756,0.39025,0.23699,0.88773,0.0006658,0.0006658,0.0006658
184,2451.06,0.54498,0.3381,1.05704,0.99517,0.99654,0.99104,0.9251,0.39047,0.23421,0.8868,0.000660299,0.000660299,0.000660299
185,2464.8,0.5509,0.34126,1.03699,0.99522,0.99652,0.99118,0.92483,0.39266,0.24412,0.8927,0.000654798,0.000654798,0.000654798
186,2477.16,0.55174,0.34099,1.05245,0.99535,0.99644,0.99132,0.91896,0.3969,0.23663,0.88756,0.000649297,0.000649297,0.000649297
187,2489.83,0.55222,0.34543,1.03679,0.99539,0.99632,0.99193,0.92593,0.39081,0.23404,0.8902,0.000643795,0.000643795,0.000643795
188,2503.34,0.52943,0.34081,1.02754,0.99521,0.99629,0.99211,0.93275,0.3715,0.22711,0.87516,0.000638294,0.000638294,0.000638294
189,2515.87,0.53547,0.34402,1.04113,0.99505,0.99633,0.99375,0.92363,0.38866,0.22825,0.87953,0.000632793,0.000632793,0.000632793
190,2529.19,0.5243,0.33411,1.03482,0.99528,0.99635,0.99417,0.92629,0.37226,0.22457,0.87368,0.000627292,0.000627292,0.000627292
191,2542.3,0.51313,0.32452,1.02153,0.99512,0.99627,0.9941,0.92649,0.3803,0.22873,0.88,0.000621791,0.000621791,0.000621791
192,2555.37,0.50694,0.31888,1.00778,0.99524,0.99619,0.99398,0.9324,0.37194,0.22908,0.873,0.00061629,0.00061629,0.00061629
193,2568.43,0.52659,0.32182,1.04649,0.99513,0.99627,0.99281,0.92375,0.39923,0.22977,0.8826,0.000610789,0.000610789,0.000610789
194,2580.99,0.52121,0.32943,1.0203,0.99492,0.9965,0.99335,0.93441,0.37286,0.2201,0.8791,0.000605288,0.000605288,0.000605288
195,2593.57,0.5427,0.33124,1.05274,0.995,0.99633,0.9924,0.92806,0.38536,0.23397,0.87903,0.000599787,0.000599787,0.000599787
196,2606.88,0.49316,0.32017,1.01351,0.99492,0.99654,0.99297,0.93042,0.37322,0.23048,0.878,0.000594286,0.000594286,0.000594286
197,2619.97,0.52684,0.3271,1.03855,0.99505,0.99587,0.99222,0.93287,0.38086,0.23527,0.88154,0.000588784,0.000588784,0.000588784
198,2632.66,0.51009,0.32612,1.02892,0.9951,0.99654,0.99358,0.92795,0.37965,0.2287,0.87751,0.000583283,0.000583283,0.000583283
199,2645.77,0.52961,0.33347,1.02446,0.99527,0.9965,0.99424,0.92191,0.38606,0.2209,0.87997,0.000577782,0.000577782,0.000577782
200,2658.71,0.52238,0.32852,1.03781,0.99506,0.99654,0.99149,0.93154,0.36485,0.21901,0.87265,0.000572281,0.000572281,0.000572281
201,2671.43,0.54466,0.34064,1.04244,0.99511,0.99654,0.99167,0.92672,0.37264,0.22006,0.87469,0.00056678,0.00056678,0.00056678
202,2683.93,0.53319,0.32908,1.05047,0.99506,0.99654,0.99197,0.92925,0.37497,0.22036,0.87381,0.000561279,0.000561279,0.000561279
203,2697.23,0.50437,0.32257,1.017,0.99505,0.99654,0.99118,0.92953,0.37715,0.22139,0.87704,0.000555778,0.000555778,0.000555778
204,2709.71,0.52352,0.32691,1.02883,0.99517,0.99654,0.99123,0.93245,0.376,0.23143,0.87549,0.000550277,0.000550277,0.000550277
205,2722.88,0.51923,0.33945,1.01352,0.99518,0.99637,0.99162,0.93736,0.36098,0.22215,0.86894,0.000544776,0.000544776,0.000544776
206,2735.99,0.51269,0.32704,1.02139,0.99533,0.9964,0.99491,0.93619,0.37763,0.22418,0.87556,0.000539275,0.000539275,0.000539275
207,2749.04,0.50403,0.3188,1.01218,0.99451,0.996,0.99493,0.93695,0.37156,0.23614,0.87621,0.000533773,0.000533773,0.000533773
208,2762.04,0.51761,0.32884,1.0335,0.99501,0.99654,0.99268,0.93241,0.37428,0.22002,0.87902,0.000528272,0.000528272,0.000528272
209,2774.49,0.53824,0.34345,1.03937,0.99505,0.99654,0.99307,0.93139,0.37697,0.22666,0.87604,0.000522771,0.000522771,0.000522771
210,2787.52,0.52523,0.32888,1.02111,0.99505,0.99654,0.99167,0.92233,0.3905,0.22408,0.88287,0.00051727,0.00051727,0.00051727
211,2800.32,0.50893,0.32325,1.02473,0.99519,0.99621,0.9922,0.93686,0.36929,0.21057,0.87334,0.000511769,0.000511769,0.000511769
212,2813.76,0.525,0.33348,1.02526,0.99519,0.99654,0.99454,0.93667,0.36846,0.20838,0.87086,0.000506268,0.000506268,0.000506268
213,2826.75,0.52273,0.32059,1.03531,0.99531,0.99654,0.9942,0.93666,0.37437,0.21919,0.87398,0.000500767,0.000500767,0.000500767
214,2839.27,0.54603,0.3298,1.04326,0.9953,0.99654,0.99414,0.93718,0.36523,0.21636,0.87182,0.000495266,0.000495266,0.000495266
215,2852.38,0.51013,0.30887,1.01588,0.9952,0.99654,0.99419,0.93632,0.36468,0.21678,0.8713,0.000489765,0.000489765,0.000489765
216,2865.14,0.49521,0.29685,1.00902,0.99508,0.99654,0.99441,0.93516,0.36761,0.22219,0.87389,0.000484263,0.000484263,0.000484263
217,2877.85,0.49991,0.30918,1.00319,0.99267,1,0.99491,0.93835,0.36354,0.21867,0.87272,0.000478762,0.000478762,0.000478762
218,2890.46,0.49299,0.31201,0.9921,0.99541,0.99654,0.99469,0.92502,0.38564,0.21965,0.87889,0.000473261,0.000473261,0.000473261
219,2903.67,0.53233,0.32698,1.02369,0.99338,0.99826,0.99473,0.9386,0.36235,0.22362,0.87083,0.00046776,0.00046776,0.00046776
220,2916.04,0.49035,0.32092,0.99456,0.99524,0.99632,0.99468,0.94379,0.3549,0.21205,0.87134,0.000462259,0.000462259,0.000462259
221,2928.66,0.51048,0.32332,1.03139,0.99511,0.99654,0.99294,0.93347,0.3814,0.21572,0.87946,0.000456758,0.000456758,0.000456758
222,2941.7,0.52431,0.31376,1.03318,0.99494,0.99649,0.99326,0.93864,0.36963,0.21621,0.87252,0.000451257,0.000451257,0.000451257
223,2954.74,0.50815,0.30957,1.0128,0.99509,0.9965,0.99432,0.93702,0.36376,0.21095,0.87076,0.000445756,0.000445756,0.000445756
224,2967.26,0.49721,0.3217,1.00374,0.99517,0.99654,0.99427,0.93592,0.36135,0.2133,0.86972,0.000440255,0.000440255,0.000440255
225,2980.59,0.49133,0.30422,0.99106,0.99522,0.99654,0.99364,0.93172,0.3601,0.21087,0.87005,0.000434754,0.000434754,0.000434754
226,2993.95,0.50549,0.31328,1.01582,0.9951,0.99651,0.99319,0.93901,0.35741,0.21241,0.86898,0.000429253,0.000429253,0.000429253
227,3006.9,0.49825,0.31221,1.00838,0.99515,0.99654,0.99374,0.93917,0.3525,0.21143,0.86761,0.000423751,0.000423751,0.000423751
228,3019.79,0.49639,0.31034,1.01665,0.99516,0.99654,0.99341,0.94054,0.35446,0.20727,0.86986,0.00041825,0.00041825,0.00041825
229,3032.33,0.51445,0.31568,1.02442,0.99496,0.9965,0.99399,0.94126,0.36353,0.21338,0.87358,0.000412749,0.000412749,0.000412749
230,3045.87,0.51078,0.30545,1.01556,0.99484,0.99651,0.99317,0.93513,0.36435,0.22092,0.87206,0.000407248,0.000407248,0.000407248
231,3058.51,0.51323,0.31997,1.01964,0.99502,0.99654,0.993,0.94275,0.35058,0.20645,0.8636,0.000401747,0.000401747,0.000401747
232,3071.7,0.5035,0.31495,1.01528,0.99521,0.99654,0.99291,0.93754,0.36712,0.21241,0.87273,0.000396246,0.000396246,0.000396246
233,3085.63,0.49652,0.30555,1.00906,0.99519,0.99654,0.99298,0.94266,0.35376,0.20665,0.86682,0.000390745,0.000390745,0.000390745
234,3098.24,0.49807,0.31107,1.01472,0.99522,0.99652,0.99446,0.94079,0.36065,0.20827,0.86831,0.000385244,0.000385244,0.000385244
235,3110.88,0.48993,0.3095,0.9991,0.99523,0.99649,0.99446,0.93456,0.3676,0.22064,0.87074,0.000379743,0.000379743,0.000379743
236,3123.8,0.48964,0.29773,1.00498,0.99523,0.99647,0.99342,0.93946,0.3496,0.21061,0.86237,0.000374242,0.000374242,0.000374242
237,3136.32,0.49314,0.30078,1.00492,0.99524,0.99654,0.9928,0.93837,0.35103,0.20717,0.86423,0.00036874,0.00036874,0.00036874
238,3149.34,0.48092,0.3043,1.0018,0.99525,0.99654,0.99338,0.93735,0.35616,0.2077,0.86686,0.000363239,0.000363239,0.000363239
239,3161.4,0.5031,0.31657,1.01115,0.9953,0.99654,0.99457,0.93869,0.35852,0.21111,0.8674,0.000357738,0.000357738,0.000357738
240,3174.64,0.4962,0.3125,1.01638,0.99529,0.99654,0.99473,0.93653,0.35867,0.2084,0.87024,0.000352237,0.000352237,0.000352237
241,3187.37,0.49274,0.3082,1.00545,0.99524,0.99654,0.99491,0.94005,0.34601,0.20177,0.86415,0.000346736,0.000346736,0.000346736
242,3200.06,0.49467,0.30392,1.0009,0.99514,0.99654,0.99487,0.94265,0.34737,0.19887,0.86279,0.000341235,0.000341235,0.000341235
243,3212.78,0.49226,0.3004,1.01458,0.99508,0.99654,0.99436,0.93454,0.35996,0.20726,0.86589,0.000335734,0.000335734,0.000335734
244,3225.84,0.48705,0.30021,1.00572,0.99511,0.99654,0.99362,0.93959,0.35009,0.20485,0.86408,0.000330233,0.000330233,0.000330233
245,3238.42,0.4909,0.30334,1.00972,0.99515,0.99654,0.99287,0.94308,0.34917,0.20489,0.86477,0.000324732,0.000324732,0.000324732
246,3250.97,0.47424,0.29693,0.99624,0.99509,0.99654,0.99462,0.93885,0.3438,0.20252,0.86199,0.000319231,0.000319231,0.000319231
247,3263.79,0.483,0.30616,1.00689,0.99516,0.99647,0.99493,0.94251,0.3449,0.19806,0.86168,0.000313729,0.000313729,0.000313729
248,3276.57,0.49039,0.3008,1.00275,0.99525,0.99639,0.99498,0.94582,0.33609,0.19794,0.85734,0.000308228,0.000308228,0.000308228
249,3289.13,0.47047,0.29063,0.98356,0.99522,0.99647,0.9944,0.9427,0.33921,0.19834,0.85982,0.000302727,0.000302727,0.000302727
250,3301.97,0.4814,0.29141,1.0011,0.99506,0.99654,0.99443,0.94517,0.33434,0.19497,0.85888,0.000297226,0.000297226,0.000297226
251,3314.99,0.47875,0.29319,0.99354,0.99506,0.99654,0.99422,0.94657,0.34261,0.19843,0.86152,0.000291725,0.000291725,0.000291725
252,3328.43,0.474,0.29783,0.99425,0.99516,0.99654,0.99465,0.93505,0.36115,0.20055,0.87024,0.000286224,0.000286224,0.000286224
253,3341.11,0.49353,0.29966,1.01429,0.99524,0.99652,0.9944,0.94876,0.33503,0.19842,0.85554,0.000280723,0.000280723,0.000280723
254,3354.29,0.49375,0.30753,1.0226,0.99512,0.99654,0.99431,0.94192,0.34453,0.19827,0.85918,0.000275222,0.000275222,0.000275222
255,3366.86,0.48118,0.2951,0.99768,0.9951,0.99654,0.9942,0.9508,0.3335,0.19762,0.8552,0.000269721,0.000269721,0.000269721
256,3379.86,0.47575,0.29804,1.00563,0.99514,0.99654,0.99395,0.94732,0.34138,0.19669,0.85979,0.00026422,0.00026422,0.00026422
257,3392.74,0.48938,0.29351,1.02107,0.99515,0.99648,0.99379,0.94262,0.34869,0.2007,0.86169,0.000258718,0.000258718,0.000258718
258,3406.06,0.47802,0.30404,0.99771,0.99518,0.99654,0.99498,0.94724,0.34102,0.19424,0.85985,0.000253217,0.000253217,0.000253217
259,3418.56,0.47807,0.29307,1.03039,0.99545,0.99637,0.995,0.94963,0.33579,0.20053,0.8586,0.000247716,0.000247716,0.000247716
260,3431.23,0.479,0.29755,1.00209,0.99522,0.99641,0.99453,0.95034,0.34198,0.19936,0.85837,0.000242215,0.000242215,0.000242215
261,3443.65,0.48223,0.30039,1.01348,0.99512,0.99654,0.99471,0.94665,0.33451,0.19857,0.85621,0.000236714,0.000236714,0.000236714
262,3457.03,0.50065,0.30861,1.01616,0.99507,0.99654,0.99493,0.94456,0.3376,0.20081,0.85769,0.000231213,0.000231213,0.000231213
263,3469.32,0.47732,0.29291,1.00115,0.99508,0.99642,0.99386,0.93977,0.34674,0.19807,0.86186,0.000225712,0.000225712,0.000225712
264,3481.98,0.47222,0.29474,0.99407,0.99516,0.99645,0.99462,0.94019,0.34364,0.19805,0.85806,0.000220211,0.000220211,0.000220211
265,3495.63,0.44856,0.28423,0.97189,0.99523,0.99639,0.99429,0.94553,0.33128,0.19521,0.85499,0.00021471,0.00021471,0.00021471
266,3508.33,0.47177,0.27874,0.9988,0.99522,0.99654,0.99496,0.94124,0.33951,0.19468,0.86074,0.000209209,0.000209209,0.000209209
267,3520.97,0.46722,0.29597,0.99103,0.99522,0.99652,0.995,0.94703,0.3396,0.19689,0.86129,0.000203707,0.000203707,0.000203707
268,3533.28,0.47468,0.2915,0.99537,0.99518,0.99654,0.99487,0.94652,0.33711,0.19414,0.85775,0.000198206,0.000198206,0.000198206
269,3546.22,0.48563,0.2968,1.00457,0.99518,0.99654,0.9948,0.93981,0.34193,0.19359,0.85813,0.000192705,0.000192705,0.000192705
270,3559.64,0.4743,0.28964,0.98835,0.99513,0.99654,0.9948,0.94108,0.33829,0.1923,0.85773,0.000187204,0.000187204,0.000187204
271,3572.47,0.45408,0.27741,0.98182,0.99515,0.99654,0.99482,0.94018,0.34431,0.1924,0.85937,0.000181703,0.000181703,0.000181703
272,3585.22,0.46606,0.28994,0.98625,0.99515,0.99654,0.99484,0.94329,0.33696,0.19309,0.85591,0.000176202,0.000176202,0.000176202
273,3598.2,0.46871,0.3142,1.00501,0.99514,0.99654,0.9948,0.94648,0.33722,0.1887,0.85641,0.000170701,0.000170701,0.000170701
274,3611.45,0.43936,0.28629,0.9747,0.99519,0.99652,0.995,0.94791,0.33013,0.18847,0.85586,0.0001652,0.0001652,0.0001652
275,3623.52,0.46686,0.29881,1.00603,0.99522,0.99654,0.99498,0.9483,0.32735,0.18972,0.85615,0.000159699,0.000159699,0.000159699
276,3636.21,0.45891,0.28189,0.98531,0.99531,0.99647,0.99458,0.94479,0.33317,0.18915,0.85704,0.000154198,0.000154198,0.000154198
277,3649.29,0.46248,0.28635,0.99677,0.99538,0.99648,0.99498,0.94712,0.3293,0.18767,0.85387,0.000148696,0.000148696,0.000148696
278,3661.81,0.46393,0.29401,0.99116,0.9949,0.99793,0.99498,0.94713,0.33316,0.18974,0.85267,0.000143195,0.000143195,0.000143195
279,3674.93,0.45779,0.27944,0.99472,0.99521,0.99636,0.99496,0.95121,0.32039,0.18696,0.85195,0.000137694,0.000137694,0.000137694
280,3687.67,0.45969,0.28337,0.99083,0.99515,0.99633,0.99485,0.95166,0.3266,0.19074,0.85375,0.000132193,0.000132193,0.000132193
281,3701.01,0.46653,0.27825,0.99442,0.99519,0.99629,0.99475,0.95173,0.32905,0.18968,0.85341,0.000126692,0.000126692,0.000126692
282,3714.08,0.45785,0.2898,0.99296,0.99515,0.99654,0.99374,0.94622,0.33165,0.19166,0.85486,0.000121191,0.000121191,0.000121191
283,3727.06,0.45647,0.2769,0.99413,0.99516,0.99654,0.99351,0.95152,0.32799,0.19087,0.85118,0.00011569,0.00011569,0.00011569
284,3739.85,0.46043,0.27816,0.98471,0.99522,0.99654,0.99357,0.95,0.32165,0.18618,0.85169,0.000110189,0.000110189,0.000110189
285,3753.2,0.44776,0.27237,0.97897,0.99531,0.9963,0.99493,0.94965,0.32369,0.18536,0.85266,0.000104688,0.000104688,0.000104688
286,3765.8,0.45799,0.27568,0.98618,0.99534,0.99628,0.995,0.95422,0.32506,0.18333,0.85123,9.91865e-05,9.91865e-05,9.91865e-05
287,3778.93,0.44086,0.27801,0.9718,0.9954,0.99634,0.99498,0.95341,0.32058,0.18322,0.85181,9.36854e-05,9.36854e-05,9.36854e-05
288,3791.73,0.45862,0.28616,0.99814,0.99538,0.99637,0.99498,0.95084,0.31983,0.18254,0.8515,8.81843e-05,8.81843e-05,8.81843e-05
289,3804.16,0.44142,0.27049,0.98429,0.99521,0.99654,0.99498,0.95281,0.31784,0.18226,0.8499,8.26832e-05,8.26832e-05,8.26832e-05
290,3817.32,0.45329,0.29082,0.98988,0.9952,0.99654,0.99482,0.95063,0.31654,0.18261,0.84991,7.71821e-05,7.71821e-05,7.71821e-05
291,3903.01,0.36721,0.22151,0.87566,0.99537,0.99636,0.99493,0.94781,0.32763,0.18617,0.85338,7.1681e-05,7.1681e-05,7.1681e-05
292,3917.88,0.36076,0.21828,0.88944,0.99542,0.99636,0.99496,0.94696,0.32586,0.18712,0.8526,6.61799e-05,6.61799e-05,6.61799e-05
293,3931.38,0.35408,0.21271,0.87307,0.99539,0.99635,0.99496,0.94759,0.3222,0.18584,0.85199,6.06788e-05,6.06788e-05,6.06788e-05
294,3943.91,0.35795,0.21371,0.87763,0.99511,0.99805,0.99496,0.94648,0.32804,0.18793,0.85462,5.51777e-05,5.51777e-05,5.51777e-05
295,3956.58,0.35371,0.21696,0.88343,0.99529,0.99827,0.99498,0.94769,0.32375,0.18623,0.85309,4.96766e-05,4.96766e-05,4.96766e-05
296,3968.72,0.34772,0.21253,0.88392,0.99532,0.99654,0.99485,0.94904,0.32163,0.18396,0.85022,4.41755e-05,4.41755e-05,4.41755e-05
297,3981.85,0.35778,0.21208,0.86635,0.99524,0.99654,0.99478,0.94932,0.32101,0.18482,0.84973,3.86744e-05,3.86744e-05,3.86744e-05
298,3994.47,0.35525,0.20888,0.87059,0.99524,0.99654,0.99476,0.94823,0.32133,0.1847,0.85059,3.31733e-05,3.31733e-05,3.31733e-05
299,4007.21,0.35666,0.21234,0.87307,0.99526,0.99654,0.9948,0.94996,0.32081,0.18462,0.85067,2.76722e-05,2.76722e-05,2.76722e-05
300,4019.07,0.34965,0.21443,0.87127,0.99528,0.99654,0.99487,0.95088,0.31902,0.18289,0.84917,2.21711e-05,2.21711e-05,2.21711e-05
